simulator,sim_method,single_qubit_noise_prob,two_qubit_noise_prob,num_qubits,graph_density,p,problem_idx,expectation,elapsed_time,sample
depolarizing-noise,deterministic,0.00032,0.01091,5,0.5,2,2,-3.265625,8.211024761199951,3
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,2,2,-3.2265625,8.782267570495605,4
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,2,2,-3.263671875,8.197240829467773,8
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,2,2,-3.353515625,9.011777400970459,5
depolarizing-noise,deterministic,0.00032,0.01091,5,0.5,2,2,-3.318359375,8.228927612304688,2
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,2,2,-3.408203125,8.239089488983154,1
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,2,2,-3.291015625,9.246368169784546,6
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,2,2,-3.357421875,9.72927474975586,6
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,2,2,-3.23046875,9.127624034881592,9
depolarizing-noise,deterministic,0.00032,0.01091,5,0.5,2,2,-3.40234375,9.239055871963501,7
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,2,2,-3.318359375,9.36186671257019,7
depolarizing-noise,deterministic,0.00032,0.01091,5,0.5,2,2,-3.259765625,9.928062915802002,1
depolarizing-noise,deterministic,0.00032,0.01091,5,0.5,2,2,-3.521484375,9.894363164901733,8
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,2,2,-3.474609375,9.238046884536743,9
depolarizing-noise,deterministic,0.00032,0.01091,5,0.5,2,2,-3.4375,10.025663614273071,6
depolarizing-noise,deterministic,0.00032,0.01091,5,0.5,2,2,-3.3828125,9.78222942352295,4
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,3,2,-3.146484375,11.493588924407959,1
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,3,2,-3.337890625,12.347164154052734,4
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,3,2,-3.1484375,13.258569955825806,8
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,3,2,-3.197265625,11.90908145904541,5
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,3,2,-3.177734375,12.25310468673706,3
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,3,2,-3.421875,12.550771713256836,7
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,3,2,-3.203125,11.62290906906128,5
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,3,2,-3.32421875,11.815178155899048,8
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,3,2,-3.46484375,13.725947856903076,2
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,3,2,-3.44921875,13.19624137878418,5
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,3,2,-3.45703125,13.07762336730957,6
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,3,2,-3.123046875,12.962608575820923,4
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,3,2,-3.228515625,13.215689420700073,9
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,3,2,-3.3515625,12.801840782165527,3
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,3,2,-3.3984375,12.246527671813965,6
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,3,2,-3.560546875,14.017211675643921,3
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,3,2,-3.357421875,13.831960916519165,2
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,3,2,-3.458984375,13.763437747955322,8
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,3,2,-3.33203125,13.95107626914978,1
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,3,2,-3.39453125,13.307365417480469,1
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,3,2,-3.16015625,12.896939992904663,9
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,3,2,-3.24609375,12.67165756225586,7
depolarizing-noise,deterministic,0.00032,0.01091,5,0.5,3,2,-3.337890625,13.61191463470459,9
depolarizing-noise,deterministic,0.00032,0.01091,5,0.5,3,2,-3.361328125,13.878352880477905,5
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,3,2,-3.390625,14.03493595123291,7
depolarizing-noise,deterministic,0.00032,0.01091,5,0.5,3,2,-3.458984375,13.107265710830688,8
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,3,2,-3.666015625,13.099263906478882,9
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,3,2,-3.244140625,14.335207223892212,2
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,3,2,-3.380859375,14.29818320274353,6
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,3,2,-3.18359375,14.630270719528198,4
depolarizing-noise,deterministic,0.00032,0.01091,5,0.5,3,2,-3.216796875,14.81949782371521,2
depolarizing-noise,deterministic,0.00032,0.01091,5,0.5,3,2,-3.21875,14.97490906715393,3
depolarizing-noise,deterministic,0.00032,0.01091,5,0.5,3,2,-3.373046875,13.90092396736145,4
depolarizing-noise,deterministic,0.00032,0.01091,5,0.5,3,2,-3.24609375,14.62454342842102,1
depolarizing-noise,deterministic,0.00032,0.01091,5,0.5,3,2,-3.404296875,15.603116273880005,7
depolarizing-noise,deterministic,0.00032,0.01091,5,0.5,3,2,-3.5234375,15.708975553512573,6
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,4,2,-3.044921875,17.532647848129272,5
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,4,2,-3.232421875,18.838860273361206,1
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,4,2,-3.087890625,18.072366952896118,8
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,4,2,-3.1875,16.304789304733276,2
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,4,2,-3.083984375,17.646246194839478,5
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,4,2,-3.20703125,17.509356021881104,8
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,4,2,-3.173828125,15.880306482315063,7
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,4,2,-3.478515625,18.182612419128418,7
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,4,2,-3.478515625,17.630104780197144,6
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,4,2,-3.083984375,19.07645583152771,3
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,4,2,-3.341796875,19.72581672668457,4
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,4,2,-3.4765625,19.14090895652771,2
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,4,2,-3.22265625,17.235799551010132,6
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,4,2,-3.28125,18.654380083084106,7
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,4,2,-3.412109375,20.300967693328857,5
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,4,2,-3.2265625,19.460412979125977,1
depolarizing-noise,deterministic,0.00032,0.01091,5,0.5,4,2,-3.46484375,19.077800035476685,8
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,4,2,-3.306640625,20.906909942626953,3
depolarizing-noise,deterministic,0.00032,0.01091,5,0.5,4,2,-3.4921875,20.103515148162842,5
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,4,2,-3.203125,20.835025787353516,9
depolarizing-noise,deterministic,0.00032,0.01091,5,0.5,4,2,-3.302734375,19.431692838668823,2
depolarizing-noise,deterministic,0.00032,0.01091,5,0.5,4,2,-3.509765625,20.79539728164673,9
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,4,2,-3.55859375,21.237220287322998,8
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,4,2,-3.205078125,21.738121032714844,9
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,4,2,-3.470703125,21.20816421508789,1
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,4,2,-3.765625,20.453267574310303,9
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,4,2,-3.5546875,21.79602360725403,3
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,4,2,-3.12890625,21.287761449813843,2
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,4,2,-3.14453125,23.29689931869507,4
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,4,2,-3.248046875,23.324285984039307,6
depolarizing-noise,deterministic,0.00032,0.01091,5,0.5,4,2,-3.310546875,20.79057788848877,4
depolarizing-noise,deterministic,0.00032,0.01091,5,0.5,4,2,-3.224609375,21.9613938331604,3
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,4,2,-3.3046875,38.30900311470032,4
depolarizing-noise,deterministic,0.00032,0.01091,5,0.5,4,2,-3.3671875,39.429728746414185,1
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,5,2,-3.009765625,37.82315969467163,5
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,5,2,-3.14453125,41.112393379211426,2
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,5,2,-3.0078125,40.35849595069885,3
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,5,2,-3.482421875,41.98903155326843,7
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,5,2,-3.220703125,42.8661630153656,8
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,5,2,-3.248046875,45.01573300361633,7
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,5,2,-3.15234375,41.725003719329834,1
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,5,2,-3.609375,40.737783432006836,8
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,5,2,-3.201171875,42.16754388809204,3
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,5,2,-3.484375,42.40653347969055,3
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,5,2,-3.10546875,46.61214470863342,6
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,5,2,-3.630859375,43.80599927902222,1
depolarizing-noise,deterministic,0.00032,0.01091,5,0.5,5,2,-3.529296875,45.39789295196533,8
depolarizing-noise,deterministic,0.00032,0.01091,5,0.5,5,2,-3.447265625,45.08485436439514,9
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,5,2,-3.71875,47.99527144432068,9
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,5,2,-3.1328125,47.12086081504822,4
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,5,2,-3.458984375,51.71866178512573,5
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,5,2,-3.103515625,51.11240887641907,9
depolarizing-noise,deterministic,0.00032,0.01091,5,0.5,5,2,-3.244140625,33.20659303665161,1
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,5,2,-3.35546875,53.66574025154114,2
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,5,2,-3.169921875,36.34581398963928,4
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,6,2,-3.615234375,31.155155897140503,8
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,6,2,-3.111328125,36.24119734764099,2
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,6,2,-3.466796875,35.874648094177246,7
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,6,2,-3.13671875,33.50284457206726,7
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,6,2,-3.14453125,36.1175799369812,8
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,6,2,-3.126953125,38.44557309150696,3
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,6,2,-3.1796875,42.39916396141052,5
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,6,2,-3.11328125,36.54684638977051,3
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,6,2,-3.048828125,38.891804456710815,1
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,6,2,-3.62109375,36.971314430236816,1
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,6,2,-3.56640625,38.51456046104431,3
depolarizing-noise,deterministic,0.00032,0.01091,5,0.5,6,2,-3.412109375,37.17992973327637,9
depolarizing-noise,deterministic,0.00032,0.01091,5,0.5,6,2,-3.462890625,42.22258996963501,8
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,6,2,-3.68359375,39.65181374549866,9
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,6,2,-3.048828125,45.740217447280884,6
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,6,2,-3.015625,42.30909824371338,4
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,6,2,-3.498046875,41.16633677482605,5
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,6,2,-3.0234375,39.322041749954224,4
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,6,2,-3.0390625,44.74081301689148,9
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,6,2,-3.2265625,42.826786041259766,2
depolarizing-noise,deterministic,0.00032,0.01091,5,0.5,6,2,-3.240234375,47.58809995651245,1
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,7,2,-3.08984375,44.94680738449097,7
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,7,2,-3.64453125,45.576229095458984,7
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,7,2,-3.6484375,47.37206554412842,8
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,7,2,-2.958984375,47.29333806037903,2
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,7,2,-3.0,45.935651540756226,8
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,7,2,-3.107421875,47.43873333930969,5
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,7,2,-3.07421875,47.783504486083984,3
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,7,2,-3.58984375,42.803022384643555,3
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,7,2,-3.033203125,46.42016291618347,3
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,7,2,-3.666015625,45.664132833480835,1
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,7,2,-3.00390625,50.45687389373779,1
depolarizing-noise,deterministic,0.00032,0.01091,5,0.5,7,2,-3.388671875,51.15135931968689,9
depolarizing-noise,deterministic,0.00032,0.01091,5,0.5,7,2,-3.45703125,51.01751232147217,8
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,7,2,-3.4765625,67.47997331619263,5
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,7,2,-3.70703125,75.83539056777954,9
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,7,2,-2.99609375,71.04091596603394,4
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,7,2,-3.037109375,78.61367893218994,6
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,7,2,-2.921875,74.73272585868835,9
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,7,2,-2.916015625,79.92136216163635,4
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,7,2,-3.162109375,76.80544471740723,2
depolarizing-noise,deterministic,0.00032,0.01091,5,0.5,7,2,-3.17578125,74.29415726661682,1
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,8,2,-3.009765625,64.81367802619934,7
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,8,2,-3.697265625,66.39336323738098,7
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,8,2,-2.96484375,66.62338352203369,3
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,8,2,-2.818359375,71.0706992149353,2
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,8,2,-2.900390625,62.22837257385254,1
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,8,2,-3.623046875,69.3920521736145,3
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,8,2,-2.876953125,74.98004984855652,8
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,8,2,-3.685546875,76.45841002464294,8
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,8,2,-3.095703125,74.4937584400177,3
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,8,2,-3.025390625,76.9245035648346,5
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,8,2,-3.646484375,74.46696090698242,1
depolarizing-noise,deterministic,0.00032,0.01091,5,0.5,8,2,-3.41015625,69.15005087852478,8
depolarizing-noise,deterministic,0.00032,0.01091,5,0.5,8,2,-3.3671875,93.54314875602722,9
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,8,2,-3.478515625,79.83440852165222,5
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,8,2,-3.69921875,84.89757895469666,9
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,8,2,-2.916015625,78.26795601844788,4
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,8,2,-2.931640625,83.42283844947815,6
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,8,2,-2.875,82.36656212806702,9
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,8,2,-2.80859375,88.73922419548035,4
depolarizing-noise,deterministic,0.00032,0.01091,5,0.5,8,2,-3.111328125,89.52926778793335,1
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,8,2,-3.08203125,92.96008205413818,2
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,9,2,-2.935546875,84.50478053092957,7
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,9,2,-2.91796875,80.3192925453186,3
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,9,2,-2.83203125,76.54269337654114,8
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,9,2,-2.765625,81.2944884300232,2
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,9,2,-2.947265625,80.7860951423645,1
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,9,2,-3.587890625,81.93684244155884,3
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,9,2,-3.623046875,94.6124198436737,7
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,9,2,-2.970703125,80.44653296470642,5
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,9,2,-2.8359375,87.82641863822937,3
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,9,2,-3.6640625,94.89307832717896,8
depolarizing-noise,deterministic,0.00032,0.01091,5,0.5,9,2,-3.3203125,87.11740732192993,8
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,9,2,-3.671875,93.34398341178894,1
depolarizing-noise,deterministic,0.00032,0.01091,5,0.5,9,2,-3.19921875,77.12952947616577,9
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,9,2,-2.884765625,74.94106006622314,4
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,9,2,-3.517578125,89.9062340259552,5
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,9,2,-2.78125,80.69169926643372,4
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,9,2,-3.62890625,107.14607357978821,9
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,10,2,-2.814453125,90.71069288253784,3
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,10,2,-2.859375,94.81583046913147,7
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,9,2,-2.9140625,111.28891348838806,6
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,10,2,-2.822265625,94.72010660171509,8
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,9,2,-2.873046875,113.91472220420837,9
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,10,2,-2.71875,95.59696841239929,2
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,10,2,-3.65234375,93.65916514396667,7
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,10,2,-2.9453125,95.39949202537537,5
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,10,2,-3.57421875,101.53289866447449,3
depolarizing-noise,deterministic,0.00032,0.01091,5,0.5,9,2,-3.017578125,111.77427506446838,1
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,10,2,-3.609375,86.79289102554321,8
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,10,2,-2.896484375,105.13516449928284,1
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,10,2,-2.8046875,95.01841449737549,3
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,9,2,-3.099609375,115.93012356758118,2
depolarizing-noise,deterministic,0.00032,0.01091,5,0.5,10,2,-3.255859375,102.29087996482849,8
depolarizing-noise,deterministic,0.00032,0.01091,5,0.5,10,2,-3.115234375,99.80023193359375,9
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,10,2,-3.677734375,112.96190333366394,1
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,10,2,-2.775390625,123.35510873794556,4
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,11,2,-2.78515625,103.8092610836029,3
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,10,2,-3.5546875,138.04872107505798,5
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,10,2,-2.79296875,147.65040040016174,4
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,11,2,-2.748046875,106.24340105056763,2
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,11,2,-2.85546875,114.73962736129761,7
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,10,2,-3.6796875,124.3121440410614,9
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,10,2,-2.880859375,125.67318749427795,6
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,11,2,-3.59765625,112.17207264900208,3
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,11,2,-2.73828125,114.13216066360474,5
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,11,2,-3.6640625,114.60796666145325,8
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,11,2,-2.73828125,114.2250063419342,3
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,11,2,-3.001953125,129.9517858028412,8
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,11,2,-3.48046875,125.54482960700989,7
depolarizing-noise,deterministic,0.00032,0.01091,5,0.5,11,2,-3.125,107.75400376319885,8
depolarizing-noise,deterministic,0.00032,0.01091,5,0.5,10,2,-3.052734375,127.28022789955139,1
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,10,2,-2.853515625,139.03555274009705,9
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,11,2,-2.84375,129.612291097641,1
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,10,2,-3.01953125,131.56167459487915,2
depolarizing-noise,deterministic,0.00032,0.01091,5,0.5,11,2,-3.1328125,128.7167830467224,9
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,11,2,-3.560546875,139.97621655464172,1
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,12,2,-2.76171875,116.64004707336426,3
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,11,2,-3.412109375,135.29115629196167,5
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,12,2,-2.623046875,130.64913511276245,2
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,12,2,-2.67578125,123.71796178817749,5
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,12,2,-2.685546875,145.281396150589,7
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,11,2,-2.818359375,169.4872395992279,4
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,11,2,-2.876953125,161.72562074661255,4
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,12,2,-3.5234375,148.3257429599762,3
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,11,2,-3.591796875,158.01716828346252,9
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,12,2,-3.53515625,149.67190313339233,8
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,12,2,-2.77734375,147.01268315315247,3
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,12,2,-2.78125,147.7078583240509,8
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,12,2,-2.763671875,136.73158860206604,1
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,11,2,-2.84375,159.0192790031433,6
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,12,2,-3.185546875,154.74739718437195,7
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,11,2,-2.857421875,148.21510291099548,9
depolarizing-noise,deterministic,0.00032,0.01091,5,0.5,11,2,-2.849609375,154.91890406608582,1
depolarizing-noise,deterministic,0.00032,0.01091,5,0.5,12,2,-3.095703125,158.75968670845032,8
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,11,2,-2.853515625,159.73432445526123,2
depolarizing-noise,deterministic,0.00032,0.01091,5,0.5,12,2,-3.193359375,145.57733535766602,9
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,12,2,-3.294921875,142.4463403224945,1
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,12,2,-2.60546875,153.7372498512268,4
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,12,2,-3.326171875,187.8475377559662,5
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,12,2,-2.95703125,166.02179765701294,4
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,12,2,-2.732421875,159.78513383865356,6
pauli-z-noise,deterministic,0.00032,0.01091,5,0.5,12,2,-3.45703125,186.75941157341003,9
pauli-y-noise,deterministic,0.00032,0.01091,5,0.5,12,2,-2.666015625,195.24820685386658,9
depolarizing-noise,deterministic,0.00032,0.01091,5,0.5,12,2,-2.736328125,192.270574092865,1
pauli-x-noise,deterministic,0.00032,0.01091,5,0.5,12,2,-2.9765625,210.9962968826294,2
pauli-y-noise,deterministic,0.0005,0.004,5,0.5,1,2,-3.35546875,8.78942084312439,2
pauli-z-noise,deterministic,0.0005,0.004,5,0.5,1,2,-3.3515625,9.097919702529907,3
pauli-y-noise,deterministic,0.0005,0.004,5,0.5,1,2,-3.443359375,9.147439956665039,0
pauli-x-noise,deterministic,0.0005,0.004,5,0.5,1,2,-3.513671875,9.331294298171997,1
pauli-z-noise,deterministic,0.0005,0.004,5,0.5,1,2,-3.455078125,9.406075477600098,2
pauli-y-noise,deterministic,0.0005,0.004,5,0.5,1,2,-3.375,9.422003746032715,3
pauli-x-noise,deterministic,0.0005,0.004,5,0.5,1,2,-3.4140625,9.509624719619751,4
depolarizing-noise,deterministic,0.0005,0.004,5,0.5,1,2,-3.396484375,9.519227981567383,1
depolarizing-noise,deterministic,0.0005,0.004,5,0.5,1,2,-3.431640625,9.57977294921875,3
pauli-z-noise,deterministic,0.0005,0.004,5,0.5,1,2,-3.43359375,9.625275135040283,0
depolarizing-noise,deterministic,0.0005,0.004,5,0.5,1,2,-3.419921875,9.725600004196167,4
depolarizing-noise,deterministic,0.0005,0.004,5,0.5,1,2,-3.56640625,9.758513689041138,0
pauli-x-noise,deterministic,0.0005,0.004,5,0.5,1,2,-3.451171875,9.765174388885498,3
pauli-x-noise,deterministic,0.0005,0.004,5,0.5,1,2,-3.466796875,9.823018312454224,0
pauli-z-noise,deterministic,0.0005,0.004,5,0.5,1,2,-3.404296875,9.838092803955078,4
pauli-y-noise,deterministic,0.0005,0.004,5,0.5,1,2,-3.505859375,9.90433406829834,1
pauli-z-noise,deterministic,0.0005,0.004,5,0.5,1,2,-3.42578125,10.175097227096558,1
depolarizing-noise,deterministic,0.0005,0.004,5,0.5,1,2,-3.484375,10.496931552886963,2
pauli-x-noise,deterministic,0.0005,0.004,5,0.5,1,2,-3.478515625,10.797982215881348,2
pauli-y-noise,deterministic,0.0005,0.004,5,0.5,1,2,-3.474609375,10.864837884902954,4
